prefectureID,prefecture,center_name,Zip Code	,Address,TEL,FAX,long,lat
21,岐阜県,恵那保健所,509-7203,恵那市長島町正家後田1067－71,0573-26-1111,0573-25-1174,137.4171819,35.4262957
21,岐阜県,岐阜保健所,504-0838,各務原市那加不動丘1－1,058-380-3001,058-371-1233,136.8444864,35.4074534
21,岐阜県,西濃保健所,503-0838,大垣市江崎町422－3,0584-73-1111,0584-74-9334,136.6332405,35.355954
21,岐阜県,可茂保健所,505-8508,美濃加茂市古井町下古井2610－1,0574-25-3111,0574-28-7162,137.0250512,35.4395085
21,岐阜県,飛騨保健所,506-8688,高山市上岡本町7－468,0577-33-1111,0577-34-8327,137.2409721,36.1446419
22,静岡県,静岡市保健所,420-0846,静岡市葵区城東町24－1,054-249-3170,054-249-3153,138.387513,34.9854851
22,静岡県,浜松市保健所,432-8550,浜松市中区鴨江2－11－2,053-453-6111,053-453-6124,137.7136647,34.7052138
22,静岡県,賀茂保健所,415-0016,下田市中531－1,0558-24-2051,0558-24-2169,138.9507522,34.6825678
22,静岡県,熱海保健所,413-0016,熱海市水口町13－15,0557-82-9125,0557-82-9131,139.0687318,35.0956064
22,静岡県,御殿場保健所,412-0039,御殿場市竃1113,0550-82-1224,0550-82-4345,138.9230788,35.2801703
22,静岡県,富士保健所,416-0906,富士市本市場441－1,0545-65-2151,0545-65-2288,138.6618355,35.1565667
22,静岡県,東部保健所,410-8543,沼津市高島本町1－3,055-920-2082,055-920-2194,138.8566562,35.1069933
22,静岡県,中部保健所,426-8664,藤枝市瀬戸新屋362－1,054-644-9273,054-644-4471,138.2362002,34.8484481
22,静岡県,西部保健所,438-8622,磐田市見付3599－4,0538-37-2793,0538-37-2241,137.8516524,34.7278165
23,愛知県,名古屋市保健所,460-8508,名古屋市中区三の丸三丁目1番1号,052-972-2623,052-972-4154,136.9060781,35.1814348
23,愛知県,豊橋市保健所,441-8539,豊橋市中野町字中原100番地,0532-39-9111,0532-38-0780,137.3710125,34.7332696
23,愛知県,岡崎市保健所,444-8545,岡崎市若宮町2-1-1,0564-23-6179,0564-23-5041,137.1809479,34.953312
23,愛知県,一宮市保健所,491-0867,一宮市古金町1－3,0586-52-3851,0586-24-9388,136.8096587,35.2996173
23,愛知県,豊田市保健所,471-8501,豊田市西町3－60,0565-34-6723,0565-31-6320,137.1561132,35.0834548
23,愛知県,瀬戸保健所,489-0808,瀬戸市見付町38－1,0561-82-2196,0561-82-9188,137.0819707,35.2194395
23,愛知県,半田保健所,475-0903,半田市出口町1－45－4,0569-21-3341,0569-24-7142,136.9246463,34.9026171
23,愛知県,春日井保健所,486-0927,春日井市柏井町2－31,0568-31-2188,0568-34-3781,136.9592684,35.2363876
23,愛知県,豊川保健所,442-0068,豊川市諏訪3－237,0533-86-3188,0533-89-6758,137.3694125,34.8279483
23,愛知県,津島保健所,496-0038,津島市橘町4－50－2,0567-26-4137,0567-28-6891,136.731795,35.1732001
23,愛知県,西尾保健所,445-0073,西尾市寄住町下田12,0563-56-5241,0563-54-6791,137.0616519,34.863273
23,愛知県,江南保健所,483-8146,江南市布袋下山町西80,0587-56-2157,0587-54-5422,136.8683041,35.317034
23,愛知県,新城保健所,441-1326,新城市字中野6－1,0536-22-2203,0536-23-6358,137.505783,34.9011052
23,愛知県,知多保健所,478-0001,知多市八幡字荒古後88－2,0562-32-6211,0562-33-7299,136.8790813,35.0039047
23,愛知県,清須保健所,452-0961,清須市春日振形129（清須市春日老人福祉センター内）,052-401-2100,052-401-2113,136.8416926,35.2376293
23,愛知県,衣浦東部保健所,448-0857,刈谷市大手町1－12,0566-21-4778,0566-25-1470,137.0049398,34.9887519
24,三重県,四日市市保健所,510-0085,三重県四日市市諏訪町２番２号,059-352-0590,059-351-3304,136.6236944,34.9651799
24,三重県,桑名保健所,511-8567,桑名市中央町5－71,0594-24-3621,0594-24-3692,136.6860658,35.059873
24,三重県,鈴鹿保健所,513-0809,鈴鹿市西条5－117,059-382-8671,059-382-7958,136.5688626,34.8780113
24,三重県,津保健所,514-8567,津市桜橋3－446－34,059-223-5184,059-223-5119,136.5167509,34.7377954
24,三重県,松阪保健所,515-0011,松阪市高町138,0598-50-0531,0598-50-0621,136.5459794,34.5807459
24,三重県,伊勢保健所,516-8566,伊勢市勢田町628-2,0596-27-5148,0596-27-5253,136.7114796,34.4800402
24,三重県,伊賀保健所,518-8533,伊賀市四十九町2802,0595-24-8070,0595-24-8085,136.1439694,34.7499176
24,三重県,尾鷲保健所,519-3695,尾鷲市坂場西町1－1,0597-23-3454,0597-23-3449,136.1903452,34.0803435
24,三重県,熊野保健所,519-4324,熊野市井戸町383,0597-89-6115,0597-85-3914,136.0948946,33.8885411
25,滋賀県,大津市保健所,520-0047,大津市浜大津四丁目１番１号,077-522-6755,077-525-6161,135.8628392,35.012266
25,滋賀県,草津保健所,525-8525,草津市草津三丁目14－75,077-562-3526,077-562-3533,135.9608518,35.0126742
25,滋賀県,甲賀保健所,528-8511,甲賀市水口町水口6200,0748-63-6111,0748-63-6142,136.1653119,34.9649208
25,滋賀県,東近江保健所,527-0023,東近江市八日市緑町8－22,0748-22-1253,0748-22-1617,136.2062878,35.1138759
25,滋賀県,彦根保健所,522-0039,彦根市和田町41,0749-22-1770,0749-26-7540,136.2496089,35.2585249
25,滋賀県,長浜保健所,526-0033,長浜市平方町1152－2,0749-65-6660,0749-63-2989,136.2860136,35.3781866
25,滋賀県,高島保健所,520-1621,高島市今津町今津448－45,0740-22-2525,0740-22-5693,136.0334898,35.3954515
26,京都府,京都市保健所,604-8101,京都市中京区柳馬場通御池下る柳八幡町65番地,075-222-3411,075-222-3416,135.7637772,35.0104064
26,京都府,乙訓保健所,617-0006,向日市上植野町馬立8,075-933-1151,075-932-6910,135.6992,34.940083
26,京都府,山城北保健所,611-0021,宇治市宇治若森7－6,0774-21-2191,0774-24-6215,135.7975476,34.8877494
26,京都府,山城南保健所,619-0214,木津川市木津上戸18－１,0774-72-4300,0774-72-8412,135.8258786,34.73763640000001
26,京都府,南丹保健所,622-0041,南丹市園部町小山東町藤ノ木21,0771-62-4751,0771-63-0609,135.4820762,35.1043865
26,京都府,中丹西保健所,620-0055,福知山市篠尾新町1－91,0773-22-5744,0773(22)4350,135.1130443,35.2993238
26,京都府,中丹東保健所,624-0906,舞鶴市字倉谷1350-23,0773-75-0805,0773-76-7746,135.3399116,35.4448599
26,京都府,丹後保健所,627-8570,京丹後市峰山町丹波855,0772-62-0361,0772-62-4368,135.0730999,35.6262461
27,大阪府,大阪市保健所,545-0051,大阪市阿倍野区旭町1丁目2番7-1000号（あべのメディックス10階）,06-6647-0641,06-6647-0803,135.5100955,34.646909
27,大阪府,堺市保健所,590-0078,堺市堺区南瓦町3番1号,072-222-9933,072-222-9876,135.4829962,34.5732755
27,大阪府,豊中市保健所,561-0881,豊中市中桜塚4-11-1,06-6152-7307,06-6152-7328,135.4724058,34.7800134
27,大阪府,高槻市保健所,569-0052,高槻市城東町5－7,072-661-9333,072-661-1800,135.6285152,34.8431687
27,大阪府,枚方市保健所,573-0027,大阪府枚方市大垣内町2丁目2番2号,072-807-7623,072-845-0685,135.6517358,34.8149277
27,大阪府,八尾市保健所,581-0006,八尾市清水町一丁目2-5,072-994-0661,072-922-4965,135.6019522,34.6255102
27,大阪府,東大阪市保健所,578-0941,東大阪市岩田町4－3－22－300,072-960-3800,072-960-3806,135.6078147,34.6635324
27,大阪府,寝屋川市保健所,572-0838,寝屋川市八坂町２８番３号,072-829-7771,072-838-1152,135.6217951,34.76655410000001
27,大阪府,吹田市保健所,564-0072,吹田市出口町19-3,06-6339-2225,06-6339-2058,135.5146258,34.7638067
27,大阪府,池田保健所,563-0041,池田市満寿美町3－19,072-751-2990,072-751-3234,135.4272185,34.8194555
27,大阪府,茨木保健所,567-0813,茨木市大住町8－11,072-624-4668,072-623-6856,135.5756434,34.8231886
27,大阪府,守口保健所,570-0083,守口市京阪本通2-5-5,06-6993-3131,06-6993-3136,135.5634464,34.7383741
27,大阪府,四條畷保健所,575-0034,四條畷市江瀬美町1－16,072-878-1021,072-876-4484,135.6366002,34.7374245
27,大阪府,藤井寺保健所,583-0024,藤井寺市藤井寺1－8－36,072-955-4181,072-939-6479,135.5971685,34.5668061
27,大阪府,富田林保健所,584-0031,富田林市寿町3－1－35,0721-23-2681,0721-24-7940,135.5935299,34.5017814
27,大阪府,和泉保健所,594-0071,和泉市府中町6－12－3,0725-41-1342,0725-43-9136,135.4281067,34.4888125
27,大阪府,岸和田保健所,596-0076,岸和田市野田町3－13－1,072-422-5681,072-422-7501,135.3803776,34.4547862
27,大阪府,泉佐野保健所,598-0001,泉佐野市上瓦屋583－1,072-462-7701,072-462-5426,135.3354706,34.4160919
28,兵庫県,神戸市保健所,650-8570,神戸市中央区加納町6－5－1,078-335-2117,078-322-6052,135.1949792,34.6897142
28,兵庫県,姫路市保健所,670-8530,姫路市坂田町3,079-289-1631,079-289-0210,134.6996388,34.8322493
28,兵庫県,尼崎市保健所,660-0052,尼崎市七松町1－3－1－502,06-4869-3010,06-4869-3049,135.3995881,34.736845
28,兵庫県,あかし保健所,674-0068,明石市大久保町ゆりのき通1丁目4－7,078-918-5414,078-918-5440,134.9372607,34.6826131
28,兵庫県,西宮市保健所,662-0855,西宮市江上町3－26,0798-26-3666,0798-33-1174,135.3410787,34.7409572
28,兵庫県,芦屋保健所,659-0065,芦屋市公光町1－23,0797-32-0707,0797-38-1340,135.3043018,34.7314701
28,兵庫県,伊丹保健所,664-0898,伊丹市千僧1－51,072-785-9437,072-777-4091,135.403924,34.7848314
28,兵庫県,宝塚保健所,665-0032,宝塚市東洋町2-5,0797-61-5172,0797-61-5188,135.3619046,34.798954
28,兵庫県,加古川保健所,675-8566,加古川市加古川町寺家町天神木97-1,079-421-9109,079-422-7589,134.8353438,34.7691387
28,兵庫県,加東保健所,673-1431,加東市社字西柿1075－2,0795-42-5111,0795-42-4050,134.9661827,34.9157667
28,兵庫県,龍野保健所,679-4167,たつの市龍野町富永1311－3,0791-63-5149,0791-63-9234,134.5475818,34.8610636
28,兵庫県,赤穂保健所,678-0239,赤穂市加里屋98－2,0791-43-2321,0791-43-5386,134.3870397,34.7563039
28,兵庫県,福崎保健所,679-2204,神崎郡福崎町西田原235,0790-22-1234,0790-22-6680,134.7617667,34.958091
28,兵庫県,豊岡保健所,668-0025,豊岡市幸町7－11,0796-26-3654,0796-24-4410,134.8207224,35.5507455
28,兵庫県,朝来保健所,669-5202,朝来市和田山町東谷213－96,079-672-6863,079-672-5992,134.8500577,35.3397147
28,兵庫県,丹波保健所,669-3309,丹波市柏原町柏原688,0795-73-3776,0795-73-0259,135.0829479,35.1295875
28,兵庫県,洲本保健所,656-0021,洲本市塩屋2－4－5,0799-26-2018,0799-22-3345,134.8897469,34.3473376
29,奈良県,奈良市保健所,630-8122,奈良市三条本町１３番１号,0742-93-8395,0742-34-2485,135.8173557,34.6791886
29,奈良県,郡山保健所,639-1041,大和郡山市満願寺町60-1,0743-51-0191,0743-52-6095,135.7653269,34.6349883
29,奈良県,中和保健所,634-8507,橿原市常盤町６０５番地の５,0744-48-3030,0744-48-3132,135.8167215,34.5225598
29,奈良県,内吉野保健所,637-0041,五條市本町3－1－13,0747-22-3051,0747-25-3623,135.6935169,34.3520322
29,奈良県,吉野保健所,638-0045,吉野郡下市町新住15－3,0747-52-0551,0747-52-7259,135.7859317,34.3758658
30,和歌山県,和歌山市保健所,640-8137,和歌山市吹上5－2－15,073-433-2261,073-431-9980,135.171676,34.2196636
30,和歌山県,海南保健所,642-0022,海南市大野中939,073-482-0600,073-482-3786,135.226243,34.1595353
30,和歌山県,岩出保健所,649-6223,岩出市高塚209,0736-63-0100,0736-61-0013,135.3242514,34.2597426
30,和歌山県,橋本保健所,649-7203,橋本市高野口町名古曽927,0736-42-3210,0736-42-5468,135.5588677,34.30223429999999
30,和歌山県,湯浅保健所,643-0004,有田郡湯浅町湯浅2355－1,0737-63-4111,0737-64-1261,135.1933634,34.0391939
30,和歌山県,御坊保健所,644-0011,御坊市湯川町財部859－2,0738-22-3481,0738-22-8751,135.1597943,33.9021171
30,和歌山県,田辺保健所,646-0027,田辺市朝日ヶ丘23－1,0739-22-1200,0739-26-7935,135.3930115,33.7350091
30,和歌山県,新宮保健所,647-8551,新宮市緑ヶ丘2－4－8,0735-22-8551,0735-21-9639,135.9892345,33.7193313
31,鳥取県,鳥取市保健所,680-0845,鳥取市富安二丁目138-4,0857-22-5163,0857-20-3964,134.2270977,35.4918077
31,鳥取県,倉吉保健所,682-0802,倉吉市東巌城町2,0858-23-3145,0858-23-4803,133.8443247,35.43944500000001
31,鳥取県,米子保健所,683-0802,米子市東福原1丁目1－45,0859-31-9315,0859-34-1392,133.3415734,35.43753900000001
32,島根県,松江市・島根県共同設置松江保健所　,690-0011　,松江市東津田町1741-3　,0852-23-1313　,0852-21-2770　,133.0851643,35.4472932
32,島根県,雲南保健所,699-1396,雲南市木次町里方531－1,0854-42-9623,0854-42-9654,132.9003609,35.3086901
32,島根県,出雲保健所,693-0021,出雲市塩冶町223－1,0853-21-1190,0853-21-7428,132.7513925,35.3456651
32,島根県,浜田保健所,697-0041,浜田市片庭町254,0855-29-5537,0855-22-7009,132.0706429,34.8978256
32,島根県,益田保健所,698-0007,益田市昭和町13－1,0856-31-9535,0856-31-9568,131.8512675,34.6778687
32,島根県,県央保健所,694-0041,大田市長久町長久ハ７－１,0854-84-9800,0854-84-9819,132.4947034,35.2009919
32,島根県,隠岐保健所,685-8601,隠岐郡隠岐の島町港町塩口24,08512-2-9701,08512-2-9716,133.328028,36.2023023
33,岡山県,岡山市保健所,700-8546,岡山市北区鹿田町1－1－1,086-803-1200,086-803-1757,133.9186152,34.6544541
33,岡山県,倉敷市保健所,710-0834,倉敷市笹沖170番地,086-434-9800,086-434-9805,133.7650425,34.5723628
33,岡山県,備中保健所,710-8530,倉敷市羽島1083,086-434-7020,086-425-1941,133.7788663,34.602423
33,岡山県,備北保健所,716-8585,高梁市落合町近似286－1,0866-21-2836,0866-22-8098,133.6552791,34.7989962
33,岡山県,真庭保健所,717-8501,真庭市勝山591,0867-44-2990,0867-44-2917,133.6934702,35.0819134
33,岡山県,美作保健所,708-0051,津山市椿高下114,0868-23-0111,0868-23-6129,134.0021697,35.0652443
33,岡山県,備前保健所,703-8278,岡山市中区古京町1－1－17,086-272-3950,086-271-0317,133.9396468,34.6628728
34,広島県,広島市保健所,730-8586,広島市中区国泰寺町一丁目６番３４号,082-504-2178,082-504-2258,132.4554235,34.3852745
34,広島県,福山市保健所,720-8512,福山市三吉町南2－11－22,084-928-1164,084-928-1143,133.3790463,34.4892425
34,広島県,呉市保健所,737-0041,呉市和庄1－2－13,0823-25-3534,0823-24-6826,132.5711367,34.2474045
34,広島県,西部保健所,738-0004,廿日市市桜尾2－2－68,0829-32-1181,0829-32-0640,132.3433709,34.3563929
34,広島県,西部東保健所,739-0014,東広島市西条昭和町13－10,082-422-6911,082-422-4161,132.7435823,34.4256593
34,広島県,東部保健所,722-0002,尾道市古浜町26-12,0848-25-2011,0848-25-2461,133.1733161,34.3974025
34,広島県,北部保健所,728-0013,三次市十日市東4－6－1,0824-63-5181,0824-63-5190,132.8594853,34.8048137
35,山口県,下関保健所,750-0006,下関市南部町1－6,083-231-1111,083-231-1376,130.9408744,33.9572077
35,山口県,岩国環境保健所,740-0016,岩国市三笠町1－1－1,0827-29-1512,0827-29-1594,132.2251636,34.167024
35,山口県,柳井環境保健所,742-0031,柳井市南町3-9-3,0820-22-3631,0820-22-7286,132.1020582,33.9624896
35,山口県,周南環境保健所,745-0004,周南市毛利町2－38,0834-33-6421,0834-33-6510,131.8107246,34.0561592
35,山口県,山口環境保健所,753-8588,山口市吉敷下東3-1-1,083-934-2525,083-934-2527,131.4458434,34.1608349
35,山口県,宇部環境保健所,755-0033,宇部市琴芝町1-1-50,0836-31-3200,0836-34-4121,131.2503009,33.955584
35,山口県,長門環境保健所,759-4101,長門市東深川1344－1,0837-22-2811,0837-22-6363,131.1841512,34.3708462
35,山口県,萩環境保健所,758-0041,萩市江向河添沖田531－1,0838-25-2663,0838-26-0696,131.3974394,34.4077547
36,徳島県,徳島保健所,770-0855,徳島市新蔵町3－80,088-652-5151,088-652-9334,134.5606766,34.0699809
36,徳島県,阿南保健所,774-0011,阿南市領家町野神319,0884-22-0072,0884-22-6404,134.6712729,33.9237782
36,徳島県,美波保健所,779-2305,海部郡美波町奥河内字弁才天17-1,0884-74-7343,0884-74-7365,134.5320987,33.7280928
36,徳島県,吉野川保健所,776-0010,吉野川市鴨島町鴨島106-2,0883-24-1114,0883-22-1760,134.3583299,34.067513
36,徳島県,美馬保健所,777-0005,美馬市穴吹町穴吹字明連23,0883-52-1017,0883-53-9446,134.1566047,34.0565767
36,徳島県,三好保健所,778-0002,三好市池田町マチ2542-4,0883-72-1122,0883-72-6884,133.8020929,34.0290423
37,香川県,高松市保健所,760-0074,高松市桜町1－10－27,087-839-2860,087-839-2879,134.0526467,34.3304823
37,香川県,小豆保健所,761-4121,小豆郡土庄町渕崎甲2079－5,0879-62-1373,0879-62-1384,134.193064,34.4877619
37,香川県,西讃保健所,768-0067,観音寺市坂本町7－3－18,0875-25-3082,0875-25-6320,133.6590078,34.1273175
37,香川県,東讃保健所,769-2401,　さぬき市津田町津田930番地2,0879-29-8250,0879-42-5881,134.2486184,34.2894014
37,香川県,中讃保健所,763-0082,丸亀市土器町東八丁目５２６番地,0877-24-9960,0877-24-8340,133.805829,34.3009021
38,愛媛県,松山市保健所,790-0813,松山市萱町6－30－5,089-911-1800,089-923-6618,132.7577232,33.8524566
38,愛媛県,四国中央保健所,799-0404,四国中央市三島宮川4－6－55,0896-23-3360,0896-28-1043,133.5498512,33.9806724
38,愛媛県,今治保健所,794-8502,今治市旭町1－4－9,0898-23-2500,0898-23-2531,132.9994212,34.0632635
38,愛媛県,中予保健所,790-8502,松山市北持田町132,089-941-1111,089-931-8455,132.776783,33.8454476
38,愛媛県,宇和島保健所,798-8511,宇和島市天神町7－1,0895-22-5211,0895-24-6806,132.5704637,33.2277019
38,愛媛県,西条保健所,793-0042,西条市喜多川796－1,0897-56-1300,0897-56-3848,133.1693428,33.923985
38,愛媛県,八幡浜保健所,796-0048,八幡浜市北浜1－3－37,0894-22-4111,0894-22-0631,132.4224124,33.4625052
39,高知県,高知市保健所,780-0850,高知市丸ノ内1－7－45,088-822-0577,088-822-1880,133.5279607,33.5601454
39,高知県,幡多福祉保健所,787-0028,四万十市中村山手通19,0880-34-5120,0880-35-5980,132.930966,32.9923778
39,高知県,須崎福祉保健所,785-0005,須崎市東古市町6－26,0889-42-1875,0889-42-8924,133.2873878,33.3906449
39,高知県,中央東福祉保健所,782-0016,香美市土佐山田町山田1128－1,0887-53-3171,0887-52-4561,133.690061,33.596347
39,高知県,中央西福祉保健所,789-1201,高岡郡佐川町甲1243－4,0889-22-1240,0889-22-9031,133.2932016,33.4988262
39,高知県,安芸福祉保健所,784-0001,安芸市矢の丸1－4－36,0887-34-3175,0887-35-8654,133.9074409,33.5035577
40,福岡県,北九州市保健所,802-8560,北九州市小倉北区馬借一丁目7番1号,093-522-8726,093-522-8774,130.8781021,33.880195
40,福岡県,中央保健所,810-0073,福岡市中央区舞鶴2-5-1,092-761-7318,092-734-1690,130.3905017,33.5919467
40,福岡県,博多保健所,812-8514,福岡市博多区博多駅前2-19-24 　　　大博センタービル,092-419-1089,092-441-0057,130.4164198,33.592127
40,福岡県,南保健所,815-0032,福岡市南区塩原3－25－3,092-559-5114,092-541-9914,130.4267116,33.5612119
40,福岡県,早良保健所,814-0006,福岡市早良区百道1－18－18,092-851-6659,092-822-5733,130.3486141,33.5842204
40,福岡県,東保健所,812-0053,福岡市東区箱崎2－54－27,092-645-1076,092-651-3844,130.4176638,33.6182559
40,福岡県,西保健所,819-0005,福岡市西区内浜1-4-7,092-895-7071,092-891-9894,130.32312,33.5824407
40,福岡県,城南保健所,814-0103,福岡市城南区鳥飼5－2－25,092-831-4207,092-822-5844,130.3709103,33.5757238
40,福岡県,久留米市保健所,830－0022,久留米市城南町15－5,0942-30-9724,0942-30-9833,130.5098251,33.318771
40,福岡県,宗像・遠賀保健福祉環境事務所,811-3436,宗像市東郷1丁目2番1号,0940-36-2045,0940-36-2592,130.540674,33.804629
40,福岡県,粕屋保健福祉事務所,811-2318,糟屋郡粕屋町戸原東1丁目7番26号,092-939-1500,092-939-1186,130.4749237,33.6199632
40,福岡県,筑紫保健福祉環境事務所,816-0943,大野城市白木原3丁目5番25号,092-513-5610,092-513-5598,130.4830166,33.5304222
40,福岡県,糸島保健福祉事務所,819-1112,糸島市浦志2丁目3番1号,092-322-5186,092-322-9252,130.2079905,33.5636382
40,福岡県,田川保健福祉事務所,825-8577,田川市大字伊田3292番地2,0947-42-9313,0947-44-6112,130.8091349,33.6455824
40,福岡県,北筑後保健福祉環境事務所,838-0068,朝倉市甘木2014番地1,0946-22-4185,0946-24-9260,130.655746,33.4259266
40,福岡県,南筑後保健福祉環境事務所,832-0823,柳川市三橋町今古賀8番地1,0944-72-2111,0944-74-3295,130.4164107,33.1571888
40,福岡県,京築保健福祉環境事務所,824-0005,行橋市中央1丁目2番1号,0930-23-2379,0930-23-4880,130.9797054,33.7283237
40,福岡県,嘉穂・鞍手保健福祉環境事務所,820-0004,飯塚市新立岩8番1号,0948-21-4911,0948-24-0186,130.6898294,33.6482181
41,佐賀県,佐賀中部保健福祉事務所,849-8585,佐賀市八丁畷町1－20,0952-30-1321,0952-33-4627,130.2978095,33.271883
41,佐賀県,鳥栖保健福祉事務所,841-0051,鳥栖市元町1234－1,0942-83-2161,0942-84-1849,130.5100511,33.3720001
41,佐賀県,唐津保健福祉事務所,847-0012,唐津市大名小路3－1,0955-73-4185,0955-75-0438,129.9730932,33.4513224
41,佐賀県,伊万里保健福祉事務所,848-0041,伊万里市新天町122－4,0955-23-2101,0955-22-3829,129.8778001,33.2681736
41,佐賀県,杵藤保健福祉事務所,843-0023,武雄市武雄町昭和265,0954-22-2103,0954-22-4573,130.0279368,33.1947341
42,長崎県,長崎市保健所,850-0031,長崎市桜町6－3,095-829-1153,095-829-1221,129.8785818,32.7499529
42,長崎県,佐世保市保健所,857-0042,佐世保市高砂町５番１号,0956-24-1111,0956-25-9684,129.7152297,33.1785847
42,長崎県,壱岐保健所,811-5133,壱岐市郷ノ浦町本村触620,0920-47-0260,0920-47-6357,129.6926372,33.7488202
42,長崎県,西彼保健所,852-8061,長崎市滑石1－9－5,095-856-0691,095-856-0692,129.849977,32.8074236
42,長崎県,県央保健所,854-0081,諌早市栄田町26－49,0957-26-3304,0957-26-9870,130.0382745,32.8591013
42,長崎県,県南保健所,855-0043,島原市新田町347－9,0957-62-3287,0957-64-6520,130.3748333,32.7890493
42,長崎県,県北保健所,859-4807,平戸市田平町里免1126－1,0950-57-3933,0950-57-3666,129.5855741,33.3628497
42,長崎県,五島保健所,853-0007,五島市福江町7－2,0959-72-3125,0959-72-7761,128.8401941,32.6958914
42,長崎県,上五島保健所,857-4211,南松浦郡新上五島町有川郷2254－17,0959-42-1121,0959-42-1124,129.1165377,32.9805273
42,長崎県,対馬保健所,817-8520,対馬市厳原町宮谷224,0920-52-0166,0920-52-7403,129.289686,34.2102138
43,熊本県,熊本市保健所,862-0971,熊本市中央区大江5-1-1,096-364-3186,096-371-5172,130.7193169,32.7986746
43,熊本県,山鹿保健所,861-0501,山鹿市山鹿465－2,0968-44-4121,0968-44-4123,130.6971199,33.0144818
43,熊本県,菊池保健所,861-1331,菊池市隈府1272－10,0968-25-4156,0968-25-5457,130.8126937,32.9856398
43,熊本県,阿蘇保健所,869-2612,阿蘇市一の宮町宮地2402,0967-24-9030,0967-24-9031,131.1143787,32.9387289
43,熊本県,御船保健所,861-3206,上益城郡御船町辺田見400,096-282-0016,096-282-3117,130.8032823,32.7082714
43,熊本県,八代保健所,866-8555,八代市西片町1660,0965-32-6121,0965-33-6321,130.6346058,32.5117654
43,熊本県,水俣保健所,867-0061,水俣市八幡町2－2－13,0966-63-4104,0966-63-3289,139.5558475,35.7181686
43,熊本県,人吉保健所,868-0072,人吉市西間下町86-1,0966-22-3107,0966-22-4392,130.7589282,32.2064635
43,熊本県,有明保健所,865-0016,玉名市岩崎1004－1,0968-72-2184,0968-74-1721,130.5590789,32.9314599
43,熊本県,宇城保健所,869-0532,宇城市松橋町久具400－1,0964-32-1147,0964-32-2426,130.6905426,32.6477882
43,熊本県,天草保健所,863-0013,天草市今釜新町3530,0969-23-0172,0969-22-0455,130.1948336,32.4611967
44,大分県,大分市保健所,870-8506,大分市荷揚町6－１,097-536-2222,097-532-3105,131.609822,33.2410632
44,大分県,東部保健所,874-0840,別府市大字鶴見字下田井14－1,0977-67-2511,0977-67-2512,131.4462559,33.3060987
44,大分県,中部保健所,875-0041,臼杵市大字臼杵字洲崎72－34,0972-62-9171,0972-62-9173,131.8024609,33.1199498
44,大分県,南部保健所,876-0844,佐伯市向島1－4－1,0972-22-0562,0972-25-0206,131.8989251,32.9577152
44,大分県,豊肥保健所,879-7131,豊後大野市三重町市場934－2,0974-22-0162,0974-22-7580,131.580992,32.97569
44,大分県,西部保健所,877-0025,日田市田島2－2－5,0973-23-3133,0973-23-3136,130.9411399,33.3189965
44,大分県,北部保健所,871-0024,中津市中央町1－10－42,0979-22-2210,0979-22-2211,131.193121,33.5907631
45,宮崎県,宮崎市保健所,880-0879,宮崎市宮崎駅東1－6－2,0985-29-4111,0985-29-5208,131.4328631,31.9139417
45,宮崎県,都城保健所,885-0012,都城市上川東3－14－3,0986-23-4504,0986-23-0551,131.0781823,31.7425836
45,宮崎県,延岡保健所,882-0803,延岡市大貫町1－2840,0982-33-5373,0982-33-5375,131.6569154,32.5792155
45,宮崎県,日南保健所,889-2536,日南市吾田西1-5-10,0987-23-3141,0987-23-3014,131.3742679,31.6095487
45,宮崎県,小林保健所,886-0003,小林市大字堤字金鳥居3020－13,0984-23-3118,0984-23-3119,131.0041042,31.9629884
45,宮崎県,高鍋保健所,884-0004,児湯郡高鍋町大字蚊口浦5120－1,0983-22-1330,0983-23-5139,131.5267793,32.1258213
45,宮崎県,高千穂保健所,882-1101,西臼杵郡高千穂町大字三田井1086－1,0982-72-2168,0982-72-4786,131.305506,32.7057957
45,宮崎県,日向保健所,883-0041,日向市北町2－16,0982-52-5101,0982-52-5104,131.6271028,32.4326546
45,宮崎県,中央保健所,880-0032,宮崎市霧島1－1－2,0985-28-2111,0985-23-9613,131.4140494,31.9269238
46,鹿児島県,鹿児島市保健所,892-8677,鹿児島市山下町11-1,099-803-6842,099-803-7026,130.55699,31.5971518
46,鹿児島県,指宿保健所,891-0403,指宿市十二町301,0993-23-3854,0993-23-2142,130.6337205,31.2406556
46,鹿児島県,加世田保健所,897-0001,南さつま市加世田村原2-1-1,0993-53-2315,0993-53-4519,130.3256512,31.4234869
46,鹿児島県,伊集院保健所,899-2501,日置市伊集院町下谷口1960－1,099-273-2332,099-272-5674,130.3981481,31.62749749999999
46,鹿児島県,出水保健所,899-0202,出水市昭和町18－18,0996-62-1636,0996-63-1114,130.3518793,32.088342
46,鹿児島県,大口保健所,895-2511,伊佐市大口里53－1,0995-23-5103,0995-23-5124,130.6052084,32.06414120000001
46,鹿児島県,志布志保健所,899-7103,志布志市志布志町志布志2-1-11,099-472-1021,099-472-2855,131.0984236,31.4687864
46,鹿児島県,鹿屋保健所,893-0011,鹿屋市打馬2－16－6,0994-52-2103,0994-52-2110,130.8551443,31.3977442
46,鹿児島県,西之表保健所,891-3192,西之表市西之表7590,0997-22-0777,0997-22-1846,130.9968132,30.734251
