ID,Union name,Establishment Date,Zip Code,Address,Telephone Number,long,lat
108065,烏帽子山植林組合,1909-11-30 00:00:00,3770892,群馬県吾妻郡東吾妻町大字原町594番地3（東吾妻町役場内）,0279682111,138.825563,36.571416
108154,桐生地域医療組合,1951-04-05 00:00:00,3760024,群馬県桐生市織姫町6番3（桐生厚生総合病院内）,0277447171,139.3276356,36.4052724
108162,多野藤岡医療事務市町村組合,1950-12-05 00:00:00,3758503,群馬県藤岡市中栗須813番地1（公立藤岡総合病院内）,0274223311,139.0788194,36.2674459
108189,邑楽館林医療事務組合（事業会計分）,1964-07-21 00:00:00,3748533,群馬県館林市成島町262番地の1（公立館林厚生病院内）,0276723140,139.5188726,36.2484561
108383,甘楽西部環境衛生施設組合,1964-08-27 00:00:00,3702601,群馬県甘楽郡下仁田町大字下仁田682（下仁田役場内）,0274648811,138.7891352,36.2122757
108391,館林衛生施設組合,1964-09-09 00:00:00,3740013,群馬県館林市赤生田町65番地の1,0276721624,139.5745528,36.2232311
108405,吾妻東部衛生施設組合,1965-12-04 00:00:00,3770424,群馬県吾妻郡中之条町大字中之条町316番地の1,0279752099,138.8272641,36.583303
108421,西吾妻衛生施設組合,1966-04-11 00:00:00,3771521,群馬県吾妻郡嬬恋村大字今井285番地,0279972171,138.5943117,36.5482162
108618,館林地区消防組合,1970-04-01 00:00:00,3740015,群馬県館林市上赤生田町4050番地の1,0276723171,139.5470939,36.2273716
108626,利根沼田広域市町村圏振興整備組合,1970-07-03 00:00:00,3780051,群馬県沼田市上原町1801番地2（利根沼田文化会館内）,0278223691,139.0640645,36.6494796
108634,高崎市・安中市消防組合,1970-09-01 00:00:00,3700861,群馬県高崎市八千代町一丁目13番10号,0273222393,138.9917581,36.3214654
108707,西吾妻環境衛生施設組合,1971-05-20 00:00:00,3771305,群馬県吾妻郡長野原町大字与喜屋1610番地1,0279822736,138.6210686,36.5481043
108731,渋川地区広域市町村圏振興整備組合,1971-09-01 00:00:00,3770007,群馬県渋川市石原1434番地1,0279605200,138.9929403,36.4883943
108740,富岡甘楽広域市町村圏振興整備組合,1971-09-01 00:00:00,3702316,群馬県富岡市富岡2486番地7,0274625261,138.8946485,36.2650852
108758,沼田市外二箇村清掃施設組合,1972-01-07 00:00:00,3780033,群馬県沼田市白岩町226番地,0278231009,139.0391429,36.6545673
108766,群馬県市町村会館管理組合,1972-02-25 00:00:00,3710846,群馬県前橋市元総社町335番地の8（群馬県市町村会館内）,0272901366,139.0444968,36.3812618
108804,吾妻広域町村圏振興整備組合（普通会計分）,1972-06-01 00:00:00,3770425,群馬県吾妻郡中之条町大字西中之条135番地（バイテック文化ホール(中之条町文化会館)内）,0279754700,138.8288756,36.5896303
108821,多野藤岡広域市町村圏振興整備組合,1972-08-01 00:00:00,3750014,群馬県藤岡市下栗須124番地6,0274241621,139.0896459,36.2568739
108839,利根沼田学校組合,1972-12-23 00:00:00,3791313,群馬県利根郡みなかみ町月夜野591番地（利根商業高等学校内）,0278622202,138.987695,36.6852358
108901,大泉町外二町環境衛生施設組合,1976-03-22 00:00:00,3700512,群馬県邑楽郡大泉町大字上小泉330番地の１,0276631266,139.4307949,36.2659269
108910,邑楽館林医療事務組合（普通会計分）,1964-07-21 00:00:00,3748533,群馬県館林市成島町262-1（公立館林厚生病院内）,0276723140,139.5188726,36.2484561
108928,利根東部衛生施設組合,1977-04-27 00:00:00,3780403,群馬県利根郡片品村大字菅沼251番地10（尾瀬クリーンセンター内）,0278582016,139.2262367,36.7670878
108936,富岡地域医療企業団,1977-07-01 00:00:00,3702316,群馬県富岡市富岡2073番地1（公立富岡総合病院内）,0274632111,138.9037729,36.2635105
108944,下仁田南牧医療事務組合,1977-07-01 00:00:00,3702601,群馬県甘楽郡下仁田町大字下仁田409（下仁田厚生病院内）,0274823555,138.786006,36.213445
109061,群馬県市町村総合事務組合,1990-10-01 00:00:00,3710846,群馬県前橋市元総社町335番地の8（群馬県市町村会館内）,0272901352,139.0444968,36.3812618
109088,吾妻広域町村圏振興整備組合（事業会計分）,1972-06-01 00:00:00,3770425,群馬県吾妻郡中之条町大字西中之条135番地（バイテック文化ホール(中之条町文化会館)内）,0279754700,138.8288756,36.5896303
109134,西吾妻福祉病院組合,1999-02-10 00:00:00,3771308,群馬県吾妻郡長野原町大字大津746番地の4,0279820232,138.6042652,36.557361
109142,太田市外三町広域清掃組合,1999-05-01 00:00:00,3730842,群馬県太田市細谷町604番地1,0276337980,139.3576663,36.2809236
109185,群馬県後期高齢者医療広域連合,2007-02-19 00:00:00,3710854,群馬県前橋市大渡町一丁目10番地7（群馬県公社総合ビル６階）,0272567171,139.0493518,36.3950426
109193,群馬東部水道企業団,2015-10-01 00:00:00,3730853,群馬県太田市浜町11番28号,0276495355,139.374358,36.29145940000001
109207,吾妻環境施設組合,2020-07-27 00:00:00,3770892,群馬県吾妻郡東吾妻町大字原町1046番地,0279682111,138.8200548,36.5714735
118061,埼葛斎場組合,1956-01-24 00:00:00,3440051,埼玉県春日部市内牧１４３１番地,0487521531,139.7260117,35.9831016
118087,蓮田白岡衛生組合,1960-10-19 00:00:00,3490204,埼玉県白岡市篠津1279番地の５,0487663738,139.6486366,36.0311826
118095,久喜宮代衛生組合,1961-03-16 00:00:00,3450836,埼玉県南埼玉郡宮代町大字和戸1276-1,0480342042,139.6879867,36.0476832
118109,朝霞地区一部事務組合,1961-12-22 00:00:00,3510023,埼玉県朝霞市溝沼１丁目２番２７号,0484612415,139.5909046,35.7989958
118133,皆野・長瀞下水道組合(事業会計分）,1962-12-01 00:00:00,3691303,埼玉県秩父郡長瀞町大字中野上２３４番地１,0494660747,139.1126238,36.1196541
118141,上尾、桶川、伊奈衛生組合,1964-05-10 00:00:00,3630007,埼玉県桶川市大字小針領家１１６０,0487286071,139.5870927,36.0265827
118150,志木地区衛生組合,1964-06-01 00:00:00,3540031,埼玉県富士見市大字勝瀬４８０番地,0492541125,139.5449057,35.8656547
118168,北本地区衛生組合,1964-07-07 00:00:00,3640011,埼玉県北本市朝日１－２００,0485915490,139.5538977,36.04358070000001
118176,入間西部衛生組合,1965-04-02 00:00:00,3501234,埼玉県日高市大字上鹿山792-4,0429851234,139.3473653,35.8831673
118206,小川地区衛生組合,1964-02-01 00:00:00,3550314,埼玉県比企郡小川町大字中爪１６８１－２,0493720441,139.2848163,36.0584507
118214,坂戸地区衛生組合,1965-05-18 00:00:00,3500271,埼玉県坂戸市大字上吉田６５１－１,0492833561,139.4012205,35.9833668
118249,東埼玉資源環境組合,1965-10-01 00:00:00,3430011,埼玉県越谷市増林三丁目2番地1,0489660122,139.8191881,35.9003905
118273,蕨戸田衛生センター組合,1959-06-15 00:00:00,3350031,埼玉県戸田市大字美女木９７８番地,0484212800,139.6522829,35.83228690000001
118303,本庄上里学校給食組合,1967-04-25 00:00:00,3670062,埼玉県本庄市小島南１－８－１,0495242621,139.1713738,36.2423903
118362,越谷・松伏水道企業団,1969-04-01 00:00:00,3438505,埼玉県越谷市越ヶ谷3-5-22,0489663931,139.7885185,35.8915156
118389,桶川北本水道企業団,1963-10-01 00:00:00,3640013,埼玉県北本市中丸6-83,0485912775,139.5520475,36.0205294
118401,加須市・羽生市水防事務組合,1960-03-10 00:00:00,3478501,埼玉県加須市三俣二丁目1番地1　加須市建設部治水課内,0480621111,139.6018045,36.1313053
118419,荒川北縁水防事務組合,1963-09-20 00:00:00,3608601,埼玉県熊谷市宮町二丁目47番地1　熊谷市建設部管理課内,0485241481,139.3886361,36.1473725
118435,利根川栗橋流域水防事務組合,1964-03-23 00:00:00,3468501,埼玉県久喜市下早見８５－３　久喜市消防防災課内,0480221111,139.6668532,36.0621295
118443,江戸川水防事務組合,1964-08-01 00:00:00,3418501,埼玉県三郷市花和田６４８番地１　三郷市危機管理防災課内,0489531111,139.872247,35.830132
118451,戸田競艇企業団,1954-06-17 00:00:00,3350024,埼玉県戸田市戸田公園８－２２,0484417712,139.6564487,35.8026329
118486,埼玉県市町村総合事務組合,1962-12-01 00:00:00,3300062,埼玉県さいたま市浦和区仲町３丁目５番地１号　埼玉県県民健康センター２Ｆ,0488292431,139.6491149,35.8593412
118494,埼玉県都市競艇組合,1957-11-01 00:00:00,3380002,埼玉県さいたま市中央区下落合1704,0488238711,139.6358571,35.8846202
118532,坂戸、鶴ケ島水道企業団,1968-02-01 00:00:00,3500214,埼玉県坂戸市千代田一丁目1番16号,0492831951,139.4037605,35.9576802
118541,坂戸、鶴ケ島下水道組合,1968-02-01 00:00:00,3500214,埼玉県坂戸市千代田一丁目１番16号,0492832051,139.4037605,35.9576802
118613,彩北広域清掃組合,1970-03-24 00:00:00,3610024,埼玉県行田市大字小針856番地,0485593641,139.5031465,36.1263466
118630,秩父広域市町村圏組合（普通会計分）,1970-04-01 00:00:00,3680002,埼玉県秩父市栃谷１４７７番地,0494232242,139.1230201,36.0317997
118656,入間東部地区事務組合,1970-11-01 00:00:00,3560058,埼玉県ふじみ野市大井中央１－１－１９,0492616004,139.5075958,35.8580733
118681,吉川松伏消防組合,1971-04-01 00:00:00,3420016,埼玉県吉川市大字会野谷４８１番地,0489823931,139.8597609,35.897639
118699,児玉郡市広域市町村圏組合,1971-04-01 00:00:00,3670024,埼玉県本庄市東五十子１５１番地１,0495272241,139.2137184,36.2242046
118711,埼玉西部環境保全組合,1971-12-01 00:00:00,3502223,埼玉県鶴ヶ島市大字高倉593番地4,0492711500,139.3738033,35.9271924
118729,大里広域市町村圏組合（事業会計分）,1972-04-01 00:00:00,3600033,埼玉県熊谷市曙町２丁目６８番地,0485011333,139.393092,36.1348366
118761,坂戸・鶴ケ島消防組合,1972-10-01 00:00:00,3500221,埼玉県坂戸市鎌倉町16-16,0492813118,139.4068563,35.9679919
118770,比企広域市町村圏組合,1973-04-01 00:00:00,3550073,埼玉県東松山市上野本１３００番地１,0493239331,139.4039193,36.0225035
118788,川越地区消防組合,1973-04-01 00:00:00,3500823,埼玉県川越市神明町４８番地４,0492220741,139.4790429,35.9313796
118826,埼玉県央広域事務組合,1975-11-01 00:00:00,3650062,埼玉県鴻巣市箕田1638番地１,0485972001,139.4860537,36.0845043
118842,西入間広域消防組合,1976-11-01 00:00:00,3500441,埼玉県入間郡毛呂山町大字岩井２４５１,0492950119,139.3157778,35.9511931
118851,埼玉中部環境保全組合,1977-02-01 00:00:00,3550134,埼玉県比企郡吉見町大字大串2808,0493540666,139.4868884,36.0188349
118869,埼玉県浦和競馬組合,2001-05-01 00:00:00,3360016,埼玉県さいたま市南区大谷場１－８－４２,0488811792,139.6679695,35.85761000000001
118907,毛呂山・越生・鳩山公共下水道組合,1980-01-01 00:00:00,3500436,埼玉県入間郡毛呂山町大字川角１５１０番地,0492949333,139.3301449,35.9515242
118923,広域飯能斎場組合,1981-04-01 00:00:00,3570063,埼玉県飯能市大字飯能９４８番地の３,0429744560,139.3105669,35.8694284
118931,広域静苑組合,1982-12-01 00:00:00,3500402,埼玉県入間郡越生町大字鹿下３３８－６,0492925955,139.2839054,35.989897
118958,広域利根斎場組合,1988-04-01 00:00:00,3470014,埼玉県加須市川口4丁目3番地５,0480658234,139.657804,36.108584
118974,彩の国さいたま人づくり広域連合,1999-05-14 00:00:00,3310804,埼玉県さいたま市北区土呂町2-24-1,0486646662,139.6331551,35.9291537
118982,皆野・長瀞下水道組合(普通会計分）,1962-12-01 00:00:00,3691303,埼玉県秩父郡長瀞町大字中野上２３４番地１,0494660747,139.1126238,36.1196541
118991,大里広域市町村圏組合（普通会計分）,1972-04-01 00:00:00,3600033,埼玉県熊谷市曙町２丁目６８番地,0485011333,139.393092,36.1348366
119008,埼玉県後期高齢者医療広域連合,2007-03-01 00:00:00,3300074,埼玉県さいたま市浦和区北浦和５－６－５　埼玉県浦和合同庁舎４階,0488333222,139.6403474,35.8739664
119016,埼玉西部消防組合,2013-04-01 00:00:00,3591118,埼玉県所沢市けやき台一丁目１３番地の１１,0429299132,139.454209,35.79736
119024,埼玉東部消防組合,2013-04-01 00:00:00,3460021,埼玉県久喜市上早見３９６,0480210119,139.6594384,36.06883699999999
119041,草加八潮消防組合,2015-10-01 00:00:00,3400012,草加市神明二丁目２番２号,0489240119,139.8078043,35.8336863
119059,秩父広域市町村圏組合(事業会計分）,1970-04-01 00:00:00,3680002,埼玉県秩父市栃谷１４７７番地,0494232242,139.1230201,36.0317997
119067,朝霞和光資源循環組合,2020-10-01 00:00:00,3510192,埼玉県和光市広沢１番５号,0484242253,139.6070775,35.7826101
128015,三芳水道企業団,1964-11-16 00:00:00,2940045,千葉県館山市北条１１４５－１,0470223729,139.8696993,34.9965318
128023,長門川水道企業団,1971-03-31 00:00:00,2701515,千葉県印旛郡栄町安食台１－２,0476337718,140.2439219,35.8409017
128104,国保国吉病院組合,1949-01-20 00:00:00,2980123,千葉県いすみ市苅谷１１７７,0470862311,140.3149117,35.2848396
128112,君津中央病院企業団,1964-03-31 00:00:00,2928535,千葉県木更津市桜井１０１０,0438361071,139.9222341,35.3590817
128139,千葉県市町村総合事務組合,1955-11-01 00:00:00,2600013,千葉県千葉市中央区中央４－１７－８,0433114155,140.1210317,35.6057431
128155,東葛中部地区総合開発事務組合,1960-05-02 00:00:00,2770825,千葉県柏市布施２８１－１,0471370078,139.9889229,35.894462
128163,鋸南地区環境衛生組合,1965-01-05 00:00:00,2992115,千葉県安房郡鋸南町下佐久間５４４－１,0470550329,139.8353928,35.1052623
128287,佐倉市、酒々井町清掃組合,1966-01-07 00:00:00,2850913,千葉県印旛郡酒々井町墨１５０６,0434967511,140.2879737,35.7110424
128309,東金市外三市町清掃組合,1967-03-30 00:00:00,2830832,千葉県東金市三ヶ尻３４０,0475559131,140.344716,35.5923986
128317,山武郡市環境衛生組合,1966-03-31 00:00:00,2891505,千葉県山武市松尾町金尾１１４９－１,0479863516,140.4165665,35.6481779
128333,柏・白井・鎌ケ谷環境衛生組合,1966-05-04 00:00:00,2730131,千葉県鎌ケ谷市軽井沢２１０２－１,0474437497,140.0270521,35.7982989
128341,印旛衛生施設管理組合,1963-04-05 00:00:00,2850063,千葉県佐倉市宮本３３２,0434981538,140.2444884,35.6872251
128350,印西地区衛生組合,1964-06-09 00:00:00,2701512,千葉県印旛郡栄町須賀１９９７－２７,0476950252,140.2562806,35.8598417
128384,東総衛生組合,1960-03-01 00:00:00,2892504,千葉県旭市ニの５９３３,0479620794,140.6241897,35.7219482
128414,夷隅環境衛生組合,1964-02-18 00:00:00,2980111,千葉県いすみ市万木５,0470862155,140.3247011,35.2884086
128449,佐倉市、四街道市、酒々井町葬祭組合,1965-07-15 00:00:00,2850043,千葉県佐倉市大蛇町７９０－４,0434846747,140.2462198,35.7231422
128465,一宮聖苑組合,1962-10-01 00:00:00,2994396,千葉県長生郡一宮町一宮２４５７,0475421430,140.3686295,35.3726224
128473,印旛利根川水防事務組合,1964-04-13 00:00:00,2701546,千葉県印旛郡栄町生板鍋子新田乙２０－７１,0476958983,140.230121,35.85254200000001
128503,布施学校組合,1955-03-31 00:00:00,2995192,千葉県夷隅郡御宿町須賀１５２２,0470682514,140.3487883,35.1914754
128538,千葉県競馬組合,1960-03-17 00:00:00,2730013,千葉県船橋市若松１－２－１,0474312156,139.9945078,35.6859472
128546,匝瑳市ほか二町環境衛生組合,1969-02-18 00:00:00,2892152,千葉県匝瑳市松山１０７,0479723036,140.5234648,35.7104031
128571,君津郡市広域市町村圏事務組合,1969-10-15 00:00:00,2920832,千葉県木更津市新田３－２－２７,0438256121,139.9157282,35.379226
128589,千葉県市町村交通災害共済事業会計,1955-11-01 00:00:00,2600013,千葉県千葉市中央区中央４－１７－８,0433114155,140.1210317,35.6057431
128601,安房郡市広域市町村圏事務組合,1970-09-10 00:00:00,2940045,千葉県館山市北条４２０－４,0470225633,139.8722665,34.9963492
128619,四市複合事務組合,1970-10-31 00:00:00,2730005,千葉県船橋市本町２－７－８,0474362772,139.9834981,35.6963243
128635,長生郡市広域市町村圏組合（普通会計分）,1971-04-01 00:00:00,2970035,千葉県茂原市下永吉２１０１,0475230107,140.3131144,35.4036824
128651,匝瑳市横芝光町消防組合,1970-04-17 00:00:00,2892146,千葉県匝瑳市八日市場ホ７１５,0479721915,140.5386703,35.69531800000001
128660,山武郡市広域行政組合,1971-07-10 00:00:00,2838505,千葉県東金市東岩崎１－１７,0475540251,140.3666827,35.5592194
128678,香取広域市町村圏事務組合,1971-09-03 00:00:00,2890407,千葉県香取市仁良３００－１,0478781181,140.5752345,35.80338950000001
128686,佐倉市八街市酒々井町消防組合,1972-04-01 00:00:00,2858619,千葉県佐倉市大蛇町２８１,0434810119,140.2480277,35.7161998
128694,東総地区広域市町村圏事務組合,1971-09-18 00:00:00,2892521,千葉県旭市ハの６１２－１,0479623305,140.6473401,35.7130413
128708,印西地区消防組合,1972-04-01 00:00:00,2701387,千葉県印西市牧の原２－３,0476464321,140.151653,35.8066453
128716,九十九里地域水道企業団,1971-12-01 00:00:00,2830802,千葉県東金市東金７６９－２,0475540631,140.3658264,35.5625992
128732,夷隅郡市広域市町村圏事務組合,1972-08-01 00:00:00,2980124,千葉県いすみ市弥正８８－１,0470866600,140.309843,35.285408
128741,印旛郡市広域市町村圏事務組合（普通会計分）,1972-09-07 00:00:00,2858533,千葉県佐倉市宮小路町１２,0434850397,140.2251257,35.7186164
128759,北千葉広域水道企業団,1973-03-01 00:00:00,2710041,千葉県松戸市七右衛門新田５４０－５,0473453211,139.8959344,35.8261076
128767,東総広域水道企業団,1973-03-17 00:00:00,2890602,千葉県香取郡東庄町笹川ろ１,0478863821,140.6829838,35.8308216
128775,君津富津広域下水道組合,1973-08-01 00:00:00,2991192,千葉県君津市久保２－１３－１,0439561255,139.9022181,35.3305799
128791,八匝水道企業団,1974-03-28 00:00:00,2892104,千葉県匝瑳市生尾１０,0479733171,140.5465172,35.7098644
128805,山武郡市広域水道企業団,1974-03-31 00:00:00,2830062,千葉県東金市家徳３６１－８,0475557851,140.3904945,35.5548315
128821,長生郡市広域市町村圏組合（事業会計分）,1971-04-01 00:00:00,2970035,千葉県茂原市下永吉２１０１,0475230107,140.3131144,35.4036824
128830,印西地区環境整備事業組合（普通会計分）,1976-03-22 00:00:00,2701352,千葉県印西市大塚１－１－１,0476462731,140.1196841,35.802641
128864,印西地区環境整備事業組合（事業会計分）,1976-03-22 00:00:00,2701352,千葉県印西市大塚１－１－１,0476462731,140.1196841,35.802641
128881,印旛郡市広域市町村圏事務組合（事業会計分）,1972-09-07 00:00:00,2858533,千葉県佐倉市宮小路町１２,0434850397,140.2251257,35.7186164
128899,南房総広域水道企業団,1990-08-01 00:00:00,2980228,千葉県夷隅郡大多喜町小谷松５００,0470825651,140.2501289,35.2659384
128902,千葉県後期高齢者医療広域連合,2007-01-01 00:00:00,2630016,千葉県千葉市稲毛区天台６－４－３,0432165011,140.1170307,35.6399937
128911,かずさ水道広域連合企業団,2019-01-21 00:00:00,2920834,千葉県木更津市潮見２－８,0438383276,139.9165289,35.3750386
138011,特別区人事・厚生事務組合,1951-08-10 00:00:00,1020072,東京都千代田区飯田橋３－５－１（東京区政会館内）,0352109917,139.7471731,35.70151
138029,特別区競馬組合,1950-10-06 00:00:00,1400012,東京都品川区勝島２－１－２,0337632151,139.7413724,35.5910709
138037,阿伎留病院企業団,1923-06-09 00:00:00,1970834,東京都あきる野市引田７８－１,0425580321,139.2726186,35.7321889
138045,昭和病院企業団,1928-07-03 00:00:00,1878510,東京都小平市花小金井８－１－１,0424610052,139.5030328,35.7314638
138061,東京都島嶼町村一部事務組合,1951-09-26 00:00:00,1050022,東京都港区海岸１－４－１５（島嶼会館内）,0334324961,139.7598145,35.6554919
138096,瑞穂斎場組合,1952-11-10 00:00:00,1901204,東京都西多摩郡瑞穂町大字富士山栗原新田２４４,0425570064,139.3470041,35.7816449
138151,ふじみ衛生組合,1960-01-19 00:00:00,1820012,東京都調布市深大寺東町７－５０－３０,0424825497,139.5598709,35.6818052
138169,柳泉園組合,1960-09-30 00:00:00,2030043,東京都東久留米市下里４－３－１０,0424701555,139.5000058,35.7552404
138185,湖南衛生組合,1961-06-01 00:00:00,2080013,東京都武蔵村山市大南５－１,0425611551,139.4091188,35.736103
138207,西多摩衛生組合,1962-06-04 00:00:00,2050012,東京都羽村市羽４２３５,0425542409,139.3348394,35.7654482
138223,多摩川衛生組合,1964-09-01 00:00:00,2060801,東京都稲城市大丸１５２８,0423773601,139.4743822,35.6485745
138231,小平・村山・大和衛生組合,1965-02-01 00:00:00,1870033,東京都小平市中島町２－１,0423414345,139.4278234,35.7296475
138240,青梅、羽村地区工業用水道企業団,1965-02-09 00:00:00,2050003,東京都羽村市緑ケ丘２－１８－５（羽村市水道事務所内）,0425793217,139.319607,35.764744
138258,東京都市町村職員退職手当組合,1965-04-01 00:00:00,1830052,東京都府中市新町２－７７－１（東京自治会館内）,0423848041,139.4971802,35.687496
138266,東京都十一市競輪事業組合,1966-04-07 00:00:00,1820025,東京都調布市多摩川４－３１－１,0424891311,139.5349108,35.6427795
138274,東京都六市競艇事業組合,1966-04-07 00:00:00,1320033,東京都江戸川区東小松川３－１－１,0356768700,139.8614745,35.6922676
138282,東京都四市競艇事業組合,1967-04-07 00:00:00,1820025,東京都調布市多摩川４－３１－１,0423698989,139.5349108,35.6427795
138321,東京都市町村議会議員公務災害補償等組合,1968-02-29 00:00:00,1830052,東京都府中市新町２－７７－１（東京自治会館内）,0423848041,139.4971802,35.687496
138398,羽村・瑞穂地区学校給食組合,1971-04-22 00:00:00,2050023,東京都羽村市神明台４－２－１９,0425542084,139.3272514,35.7582165
138410,東京都三市収益事業組合,1973-02-22 00:00:00,1320033,東京都江戸川区東小松川３－１－１,0336560643,139.8614745,35.6922676
138444,西秋川衛生組合,1973-07-02 00:00:00,1900154,東京都あきる野市高尾５２１,0425964418,139.2373466,35.7164647
138452,南多摩斎場組合,1975-10-01 00:00:00,1940201,東京都町田市上小山田町２１４７,0427977641,139.3864588,35.5987305
138479,東京たま広域資源循環組合,1980-11-01 00:00:00,1900181,東京都西多摩郡日の出町大字大久野７６４２番地,0425976151,139.253158,35.7627506
138487,立川・昭島・国立聖苑組合,1985-04-01 00:00:00,1900021,東京都立川市羽衣町３－２０－１８,0425222730,139.4240844,35.6888481
138495,東京市町村総合事務組合,1988-04-01 00:00:00,1830052,東京都府中市新町２－７７－１（東京自治会館内）,0423845515,139.4971802,35.687496
138517,多摩六都科学館組合,1990-06-01 00:00:00,1880014,東京都西東京市芝久保町５－１０－６４,0424696982,139.5254541,35.7289222
138525,多摩ニュータウン環境組合,1993-04-01 00:00:00,2060035,東京都多摩市唐木田２－１－１,0423746331,139.4102302,35.6122752
138533,秋川流域斎場組合,1995-05-01 00:00:00,1900182,東京都西多摩郡日の出町大字平井３０９２,0425972131,139.2552372,35.7520274
138550,臨海部広域斎場組合,1999-10-20 00:00:00,1430001,東京都大田区東海１－３－１,0357552835,139.7527761,35.5855858
138568,東京二十三区清掃一部事務組合,2000-04-01 00:00:00,1020072,東京都千代田区飯田橋３－５－１（東京区政会館内）,0362380624,139.7471731,35.70151
138576,福生病院企業団,2000-04-01 00:00:00,1978511,東京都福生市加美平１－６－１,0425511111,139.3268444,35.746974
138584,東京都後期高齢者医療広域連合,2007-03-01 00:00:00,1020072,東京都千代田区飯田橋３－５－１（東京区政会館内）,0332224496,139.7471731,35.70151
138592,稲城・府中墓苑組合,2012-05-01 00:00:00,2060812,東京都稲城市矢野口３５６７,0423799731,139.5087665,35.6270242
138606,浅川清流環境組合,2015-07-01 00:00:00,1910021,東京都日野市石田１－２１０－２,0425890555,139.4284897,35.6664119
148016,小田原市外二ヶ市町組合,明治24年10月26日,2508555,神奈川県小田原市荻窪300,0465331322,139.1522272,35.2644846
148024,南足柄市外五ケ市町組合,明治32年3月2日,2500192,神奈川県南足柄市関本440,0465742111,139.0998521,35.320968
148041,南足柄市外二ケ市町組合,1930-05-05 00:00:00,2500192,神奈川県南足柄市関本440,0465742111,139.0998521,35.320968
148059,南足柄市外二ケ町組合,1930-05-05 00:00:00,2500192,神奈川県南足柄市関本440,0465742111,139.0998521,35.320968
148067,南足柄市・山北町・開成町一部事務組合,1930-12-03 00:00:00,2500192,神奈川県南足柄市関本440,0465742111,139.0998521,35.320968
148075,松田町外三ヶ町組合,1940-03-19 00:00:00,2580195,神奈川県足柄上郡山北町山北1301-4,0465753652,139.0838239,35.3606379
148130,松田町外二ヶ町組合,1957-03-28 00:00:00,2588585,神奈川県足柄上郡松田町松田惣領2037,0465831221,139.1390084,35.3482834
148148,金目川水害予防組合,1951-08-27 00:00:00,2548686,神奈川県平塚市浅間町9-1,0463358103,139.3454474,35.3352811
148156,秦野市伊勢原市環境衛生組合,1961-05-20 00:00:00,2570031,神奈川県秦野市曽屋4624,0463822500,139.2376706,35.3733742
148181,高座清掃施設組合,1963-12-28 00:00:00,2430417,神奈川県海老名市本郷1-1,0462382094,139.4034421,35.4030022
148199,足柄上衛生組合,1964-09-17 00:00:00,2500101,神奈川県南足柄市班目1547,0465740722,139.1082801,35.3506206
148202,神奈川県市町村職員退職手当組合,1965-05-01 00:00:00,2310023,神奈川県横浜市中区山下町75,0456647455,139.6459155,35.4448308
148229,箱根町外二カ市組合,1965-12-07 00:00:00,2508555,神奈川県小田原市荻窪300,0465331322,139.1522272,35.2644846
148237,南足柄市外四ケ市町組合,1966-09-08 00:00:00,2500192,神奈川県南足柄市関本440,0465742111,139.0998521,35.320968
148253,神奈川県内広域水道企業団,1969-05-01 00:00:00,2418525,神奈川県横浜市旭区矢指町1194,0453631111,139.5014126,35.475575
148270,湯河原町真鶴町衛生組合,1977-02-01 00:00:00,2590312,神奈川県足柄下郡湯河原町吉浜2021-95,0465633472,139.1167163,35.1751365
148288,広域大和斎場組合,1979-07-28 00:00:00,2420005,神奈川県大和市西鶴間8-10-8,0462626646,139.4388563,35.4814678
148296,足柄東部清掃組合,1982-02-01 00:00:00,2580012,神奈川県足柄上郡大井町柳540,0465831554,139.1763152,35.3446708
148377,足柄西部清掃組合,1991-04-01 00:00:00,2580113,神奈川県足柄上郡山北町山北3680,0465764655,139.074214,35.3714236
148393,神奈川県川崎競馬組合,2000-04-01 00:00:00,2100011,神奈川県川崎市川崎区富士見1-5-1,0442336702,139.7092474,35.533491
148407,厚木愛甲環境施設組合,2004-04-01 00:00:00,2430017,神奈川県厚木市栄町1-16-15,0462971153,139.3596179,35.4433324
148415,神奈川県後期高齢者医療広域連合,2007-01-11 00:00:00,2210052,神奈川県横浜市神奈川区栄町8-1ヨコハマポートサイドビル９階,0454406700,139.6300273,35.4693387
148423,神奈川県町村情報システム共同事業組合,2011-04-01 00:00:00,2310023,神奈川県横浜市中区山下町75,0456647457,139.6459155,35.4448308
158381,津南地域衛生施設組合,1966-08-10 00:00:00,9498201,新潟県中魚沼郡津南町大字下船渡戊2013番地,0257653495,138.6514002,37.0112171
158542,さくら福祉保健事務組合,1953-10-01 00:00:00,9591766,新潟県五泉市番坂新174番地2,0250585725,139.1965494,37.6867091
158551,寺泊老人ホーム組合,1954-05-31 00:00:00,9402502,新潟県長岡市寺泊金山432番地,0258752038,138.7600541,37.6285553
158607,下越福祉行政事務組合,1960-07-20 00:00:00,9570053,新潟県新発田市中央町5丁目4番7号,0254261501,139.3309024,37.951882
158615,魚沼地区障害福祉組合,1961-09-06 00:00:00,9460035,新潟県魚沼市十日町1403番地1,0257920846,138.9444254,37.1857965
158623,新潟県中越福祉事務組合,1962-08-28 00:00:00,9540036,新潟県見附市田井町4476番地,0258621811,138.9257468,37.5016963
158631,西蒲原福祉事務組合,1964-03-23 00:00:00,9590318,新潟県西蒲原郡弥彦村大字麓6958番地,0256942362,138.8215364,37.6841713
